tip_label	sample_id	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	closest_blast_genus	closest_blast_taxon	percent_identity	query_coverage_percent	evalue	bitscore
OAES-27-2-Ro|nolG|consensus50|strict_single_dominant	OAES-27-2-Ro	D11	Oxytropis lambertii	6/10/24	0	0	Quarter	OAES-27	ethanol	root	Fabaceae	OAES	Oxytropis	Galegeae	OAES_006_R	Washita	OK	yes	35.420259	-99.048669	4/17/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.812	100	0	5873
JERC-2-1-Ro|nolG|consensus50|strict_single_dominant	JERC-2-1-Ro	D03	Vicia sativa	7/15/24	1.215	58.32	Quarter	JERC-VISA-2	dry	root	Fabaceae	JERC	Vicia	Fabeae	JERC_012	Baker County	Georgia	no	31.189973	-84.446402	20240320	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.937	99.9687	0	5893
JORN-3-1-Rh|nolG|consensus50|strict_single_dominant	JORN-3-1-Rh	D14	Dalea nana	8/19/24	0.173	8.304	Quarter	JORN-3	dry	rhizosphere	Fabaceae	JORN	Dalea	Amorpheae	JORN_044	Dona Ana	New Mexico	yes	32.35367	-106.50498	4/20/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.969	100	0	5901
OAES-15-No|nolG|consensus50|strict_single_dominant	OAES-15-No	D11	Astragalus crassicarpus var. crassicarpus	8/19/24	0.0855	4.104	Quarter	OAES-15	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_021_R	Washita	OK	yes	35.41182	-99.07327	4/11/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.969	100	0	5901
OAES-14-1-Rh|nolG|consensus50|strict_single_dominant	OAES-14-1-Rh	D11	Melilotus officinalis	8/19/24	0.192	9.216	Quarter	OAES-14	ethanol	rhizosphere	Fabaceae	OAES	Melilotus	Trifolieae	OAES_005	Washita	OK	no	35.39246	-99.10002	4/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.969	100	0	5901
DSNY-13-1-No|nolG|consensus50|strict_single_dominant	DSNY-13-1-No	D03	Crotalaria pallida var. obovata	8/19/24	2.755	132.24	Quarter	DSNY-CRPA-13	dry	nodule	Fabaceae	DSNY	Crotalaria	Crotalarieae	DSNY_044	Osceola	Florida	yes	28.12693243	-81.43561487	20240320	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.906	99.9687	0	5888
DSNY-13-1-Ro|nolG|consensus50|strict_single_dominant	DSNY-13-1-Ro	D03	Crotalaria pallida var. obovata	8/19/24	0.599	28.752	Quarter	DSNY-CRPA-13	dry	root	Fabaceae	DSNY	Crotalaria	Crotalarieae	DSNY_044	Osceola	Florida	yes	28.12693243	-81.43561487	20240320	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.906	99.8437	0	5880
DSNY-3-1-No|nolG|consensus50|strict_single_dominant	DSNY-3-1-No	D03	Lupinus floridanus	8/19/24	1.12	53.76	Quarter	DSNY-3	dry	nodule	Fabaceae	DSNY	Lupinus	Genisteae	DSNY_006	Osceola	Florida	yes	28.09298025	-81.39932663	20240312	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.937	99.9375	0	5891
DCFS-8-1-No|nolG|consensus50|strict_single_dominant	DCFS-8-1-No	D09	Melilotus officinalis	4/23/25	0	0	Quarter	DCFS-8	dry	nodule	Fabaceae	DCFS	Melilotus	Trifolieae	DCFS_067	Stutsman	ND	no	47.16087	99.11052	6/20/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	100	0	5906
DSNY-3-1-Rh|nolG|consensus50|strict_single_dominant	DSNY-3-1-Rh	D03	Lupinus floridanus	8/19/24	0.054	2.592	Quarter	DSNY-3	dry	rhizosphere	Fabaceae	DSNY	Lupinus	Genisteae	DSNY_006	Osceola	Florida	yes	28.09298025	-81.39932663	20240312	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.655	100	0	5709
NOGP-1-1-Rh|nolG|consensus50|strict_single_dominant	NOGP-1-1-Rh	D09	Medicago lupulina	4/23/25	0	0	Quarter	NOGP-1	dry	rhizosphere	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.875	99.9687	0	5882
CPER-5-1-Ro|nolG|consensus50|strict_single_dominant	CPER-5-1-Ro	D10	Melilotus officinalis	5/23/25	0.098	4.704	Quarter	CPER-5	dry	root	Fabaceae	CPER	Melilotus	Trifolieae	CPER_022	Weld	CO	no	NA	NA	6/24/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.937	99.9687	0	5893
DCFS-7-1-No|nolG|consensus50|strict_single_dominant	DCFS-7-1-No	D09	Amorpha canescens	4/23/25	0	0	Quarter	DCFS-7	dry	nodule	Fabaceae	DCFS	Amorpha	Amorpheae	DCFS_067	Stutsman	ND	yes	47.16096	99.11051	6/20/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.718	99.9687	0	5869
TALL-29-3-Ro|nolG|consensus50|strict_single_dominant	TALL-29-3-Ro	D08	Lespedeza cuneata	4/17/25	0.1115	5.352	Quarter	TALL-29	dry	root	Fabaceae	TALL	Lespedeza	Desmodieae	TALL_003	Bibb County	AL	no	32.8941	-87.41688	8/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.906	100	0	5890
DCFS-6-1-No|nolG|consensus50|strict_single_dominant	DCFS-6-1-No	D09	Medicago lupulina	4/23/25	0	0	Quarter	DCFS-6	dry	nodule	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_065	Stutsman	ND	no	47.16085	99.11081	6/20/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	100	0	5906
NOGP-2-1-Ro|nolG|consensus50|strict_single_dominant	NOGP-2-1-Ro	D09	Medicago sativa	4/23/25	1.14	54.72	Quarter	NOGP-2	dry	root	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_001	NA	ND	no	46.80621	-100.9157	6/27/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	100	0	5906
BLAN-2-1-Rh|nolG|consensus50|strict_single_dominant	BLAN-2-1-Rh	D02	Desmodium sp.	4/23/25	0	0	Quarter	BLAN-2	ethanol	rhizosphere	Fabaceae	BLAN	Desmodium	Desmodieae	BLAN_020	Clarke	VA	yes	39.101002	-77.980641	8/13/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.031	100	0	5779
OAES-36-3-Rh|nolG|consensus50|strict_single_dominant	OAES-36-3-Rh	D11	Melilotus officinalis	5/14/25	0	0	Quarter	OAES-36	ethanol	rhizosphere	Fabaceae	OAES	Melilotus	Trifolieae	OAES_011_R	Washita	OK	no	35.40049	-99.06592	8/21/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.989	61.8512	0	3568
TALL-18-1-Rh|nolG|consensus50|strict_single_dominant	TALL-18-1-Rh	D08	Desmodium viridiflorum	4/8/25	0	0	Quarter	TALL-18	ethanol	rhizosphere	Fabaceae	TALL	Desmodium	Desmodieae	TALL_047	Bibb County	AL	yes	32.951506	-87.398919	8/21/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.343	100	0	5814
WOOD-7-1-Rh|nolG|consensus50|strict_single_dominant	WOOD-7-1-Rh	D09	Medicago lupulina	4/24/25	0	0	Quarter	WOOD-7	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.75	99.9687	0	5860
WOOD-9-Rh|nolG|consensus50|strict_single_dominant	WOOD-9-Rh	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-9	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12498	99.23862	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.687	99.9687	0	5849
BLAN-4-1-No|nolG|consensus50|strict_single_dominant	BLAN-4-1-No	D02	Elaeagnus umbellata	4/23/25	0	0	Quarter	BLAN-4	ethanol	nodule	Elaeagnaceae	BLAN	Elaeagnus	actinorhizal	BLAN_020	Clarke	VA	no	39.100987	-77.980772	8/13/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.781	99.9375	0	5864
WOOD-6-1-Rh|nolG|consensus50|strict_single_dominant	WOOD-6-1-Rh	D09	Medicago lupulina	4/24/25	0	0	Quarter	WOOD-6	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.844	100	0	5879
DSNY-14-1-Rh|nolG|consensus50|strict_single_dominant	DSNY-14-1-Rh	D03	Crotalaria pallida var. obovata	8/19/24	0	0	Quarter	DSNY-CRPA-14	dry	rhizosphere	Fabaceae	DSNY	Crotalaria	Crotalarieae	DSNY_044	Osceola	Florida	yes	28.12693243	-81.43561487	20240320	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.812	100	0	5873
WOOD-12-Ro|nolG|consensus50|strict_single_dominant	WOOD-12-Ro	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-12	ethanol	root	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_030	Stutsman	ND	no	47.13885	-99.2415	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.844	100	0	5879
WOOD-5-1-No|nolG|consensus50|strict_single_dominant	WOOD-5-1-No	D09	Dalea candida	4/24/25	0.195	9.36	Quarter	WOOD-5	ethanol	nodule	Fabaceae	WOOD	Dalea	Amorpheae	BARR_027	Stutsman	ND	yes	47.13	99.24	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.906	99.9687	0	5888
WOOD-11-1-Ro|nolG|consensus50|strict_single_dominant	WOOD-11-1-Ro	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-11	ethanol	root	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_043	Stutsman	ND	no	47.13177	-99.2395	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.875	100	0	5884
DCFS-8-1-Ro|nolG|consensus50|strict_single_dominant	DCFS-8-1-Ro	D09	Melilotus officinalis	4/23/25	0.165	7.92	Quarter	DCFS-8	dry	root	Fabaceae	DCFS	Melilotus	Trifolieae	DCFS_067	Stutsman	ND	no	47.16087	99.11052	6/20/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.812	99.9687	0	5871
SCBI-1-1-Rh|nolG|consensus50|strict_single_dominant	SCBI-1-1-Rh	D02	Lespedeza cuneata	4/23/25	0	0	Quarter	SCBI-1	ethanol	rhizosphere	Fabaceae	SCBI	Lespedeza	Desmodieae	SCBI-006	Warren	VA	no	38.897638	-78.152008	6/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.656	99.9687	0	5843
WOOD-3-2-Ro|nolG|consensus50|strict_single_dominant	WOOD-3-2-Ro	D09	Melilotus officinalis	5/2/25	0	0	Quarter	WOOD-3	ethanol	root	Fabaceae	WOOD	Melilotus	Trifolieae	WOOD_044	Stutsman	ND	no	47.12517	-99.2388	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.643	43.8399	0	2562
WOOD-10-1-Ro|nolG|consensus50|strict_single_dominant	WOOD-10-1-Ro	D09	Medicago lupulina	4/24/25	0	0	Quarter	WOOD-10	ethanol	root	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_030	Stutsman	ND	no	47.13885	-99.2415	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.781	100	0	5867
NOGP-1-1-No|nolG|consensus50|strict_single_dominant	NOGP-1-1-No	D09	Medicago lupulina	4/23/25	0	0	Quarter	NOGP-1	dry	nodule	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_medicae_(Ensifer_medicae)	100	100	0	5906
SCBI-3-1-Rh|nolG|consensus50|strict_single_dominant	SCBI-3-1-Rh	D02	Elaeagnus umbellata	4/23/25	0	0	Quarter	SCBI-3	ethanol	rhizosphere	Elaeagnaceae	SCBI	Elaeagnus	actinorhizal	SCBI-006	Warren	VA	no	38.897638	-78.152008	6/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.312	100	0	5784
TOOL-1-Rh|nolG|consensus50|strict_single_dominant	TOOL-1-Rh	D18	Dryas integrifolia	4/24/25	0	0	Quarter	TOOL-1	ethanol	rhizosphere	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_041	North Slope Borough	Alaska	yes	NA	NA	20240704	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.687	100	0	5851
NOGP-5-2-Ro|nolG|consensus50|strict_single_dominant	NOGP-5-2-Ro	D09	Medicago lupulina	5/2/25	3.01	144.48	Quarter	NOGP-5	dry	root	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.844	100	0	5879
WOOD-12-Rh|nolG|consensus50|strict_single_dominant	WOOD-12-Rh	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-12	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_030	Stutsman	ND	no	47.13885	-99.2415	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.844	100	0	5879
WOOD-7-1-No|nolG|consensus50|strict_single_dominant	WOOD-7-1-No	D09	Medicago lupulina	4/24/25	0.0555	2.664	Quarter	WOOD-7	ethanol	nodule	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.844	100	0	5879
TOOL-1-Ro|nolG|consensus50|strict_single_dominant	TOOL-1-Ro	D18	Dryas integrifolia	4/24/25	0.6625	31.8	Quarter	TOOL-1	ethanol	root	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_041	North Slope Borough	Alaska	yes	NA	NA	20240704	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.844	100	0	5879
WOOD-6-1-No|nolG|consensus50|strict_single_dominant	WOOD-6-1-No	D09	Medicago lupulina	4/24/25	0.7205	34.584	Quarter	WOOD-6	ethanol	nodule	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.844	100	0	5879
WOOD-12-No|nolG|consensus50|strict_single_dominant	WOOD-12-No	D09	Medicago sativa	4/24/25	0	0	Quarter	WOOD-12	ethanol	nodule	Fabaceae	WOOD	Medicago	Trifolieae	WOOD_030	Stutsman	ND	no	47.13885	-99.2415	9/26/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.844	100	0	5879
RMNP-1-Rh|nolG|consensus50|strict_single_dominant	RMNP-1-Rh	D10	Thermopsis divaricarpa	4/24/25	0	0	Quarter	RMNP-1	dry	rhizosphere	Fabaceae	RMNP	Thermopsis	Sophoreae	RMNP_019	Boulder	CO	yes	NA	NA	7/10/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.844	100	0	5879
WOOD-6-1-Ro|nolG|consensus50|strict_single_dominant	WOOD-6-1-Ro	D09	Medicago lupulina	4/24/25	0.0745	3.576	Quarter	WOOD-6	ethanol	root	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.875	100	0	5884
WOOD-7-1-Ro|nolG|consensus50|strict_single_dominant	WOOD-7-1-Ro	D09	Medicago lupulina	4/24/25	0.6435	30.888	Quarter	WOOD-7	ethanol	root	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.875	100	0	5884
WOOD-8-Rh|nolG|consensus50|strict_single_dominant	WOOD-8-Rh	D09	Medicago lupulina	4/24/25	0	0	Quarter	WOOD-8	ethanol	rhizosphere	Fabaceae	WOOD	Medicago	Trifolieae	BARR_027	Stutsman	ND	no	47.12819	99.23817	9/23/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.812	99.9687	0	5871
CLBJ-12-2-No|nolG|consensus50|strict_single_dominant	CLBJ-12-2-No	D11	Astragalus sp	6/19/24	0	0	Quarter	CLBJ-12	dry	nodule	Fabaceae	CLBJ	Astragalus	Galegeae	CLBJ_002_T	Wise	TX	yes	33.40398	-97.57114	5/8/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	98.998	99.9062	0	5773
CLBJ-5-2-No|nolG|consensus50|strict_single_dominant	CLBJ-5-2-No	D11	Astragalus lotiflorus	7/9/24	2.79	133.92	Quarter	CLBJ-5	dry	nodule	Fabaceae	CLBJ	Astragalus	Galegeae	CLBJ_036R	Wise	TX	yes	33.32951	-97.58059	3/21/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.937	100	0	5895
OAES-2-1-No|nolG|consensus50|strict_single_dominant	OAES-2-1-No	D11	Medicago minima	6/25/24	2.38	114.24	Quarter	OAES-2	ethanol	nodule	Fabaceae	OAES	Medicago	Trifolieae	OAES_055_T	Washita	OK	no	35.41368	-99.05573	3/27/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.937	100	0	5895
OAES-3-1-No|nolG|consensus50|strict_single_dominant	OAES-3-1-No	D11	Astragalus plattensis	6/25/24	1.715	82.32	Quarter	OAES-3	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_065_T	Washita	OK	yes	35.41314	-99.05573	3/27/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.937	100	0	5895
OAES-2-1-Ro|nolG|consensus50|strict_single_dominant	OAES-2-1-Ro	D11	Medicago minima	6/25/24	0.1695	8.136	Quarter	OAES-2	ethanol	root	Fabaceae	OAES	Medicago	Trifolieae	OAES_055_T	Washita	OK	no	35.41368	-99.05573	3/27/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.937	100	0	5895
OAES-1-1-No|nolG|consensus50|strict_single_dominant	OAES-1-1-No	D11	Astragalus distortus	6/25/24	0.0895	4.296	Quarter	OAES-1	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_055_T	Washita	OK	yes	35.41368	-99.05573	3/27/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.937	100	0	5895
JERC-DEST-32-1-No|nolG|consensus50|strict_single_dominant	JERC-DEST-32-1-No	D03	Desmodium cf. strictum	12/4/24	4.455	213.84	Quarter	JERC-32	dry	nodule	Fabaceae	JERC	Desmodium	Desmodieae	JERC_007	Baker County	Georgia	yes	NA	NA	20240603	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.937	99.9687	0	5893
KONZ-6-1-Ro|nolG|consensus50|strict_single_dominant	KONZ-6-1-Ro	D06	Dalea purpurea	9/18/24	0	0	Quarter	KONZ-6	dry	root	Fabaceae	KONZ	Dalea	Amorpheae	KONZ_042	Riley	KS	yes	39.09968	-96.56423	20240710	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.937	99.9687	0	5893
JERC-RHRE-55-1-Rh|nolG|consensus50|strict_single_dominant	JERC-RHRE-55-1-Rh	D03	Rhynchosia reniformis	12/4/24	0	0	Quarter	JERC-55	dry	rhizosphere	Fabaceae	JERC	Rhynchosia	Phaseoleae	JERC_050	Baker County	Georgia	yes	NA	NA	20240618	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.937	99.8437	0	5886
OAES-3-1-Ro|nolG|consensus50|strict_single_dominant	OAES-3-1-Ro	D11	Astragalus plattensis	6/25/24	0.183	8.784	Quarter	OAES-3	ethanol	root	Fabaceae	OAES	Astragalus	Galegeae	OAES_065_T	Washita	OK	yes	35.41314	-99.05573	3/27/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.906	99.9062	0	5884
OAES-8-2-Ro|nolG|consensus50|strict_single_dominant	OAES-8-2-Ro	D11	Astragalus plattensis	6/25/24	0.6885	33.048	Quarter	OAES-8	ethanol	root	Fabaceae	OAES	Astragalus	Galegeae	OAES_044_T	Washita	OK	yes	35.40431	-99.05922	4/2/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.468	99.9375	0	5836
OAES-17-No|nolG|consensus50|strict_single_dominant	OAES-17-No	D11	Astragalus nuttallianus var. austrina	8/14/24	0.104	4.992	Quarter	OAES-17	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_021_R	Washita	OK	yes	35.41187	-99.07412	4/11/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.751	62.8518	0	3694
OAES-16-1-Rh|nolG|consensus50|strict_single_dominant	OAES-16-1-Rh	D11	Astragalus distortus	8/14/24	0.082	3.936	Quarter	OAES-16	ethanol	rhizosphere	Fabaceae	OAES	Astragalus	Galegeae	OAES_003_R	Washita	OK	yes	35.41214	-99.06981	4/11/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.312	99.9687	0	5818
OAES-22-1-Rh|nolG|consensus50|strict_single_dominant	OAES-22-1-Rh	D11	Medicago minima	6/4/24	0	0	Quarter	OAES-22	ethanol	rhizosphere	Fabaceae	OAES	Medicago	Trifolieae	OAES_012_R	Washita	OK	no	35.402943	-99.064829	4/16/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.906	33.4271	0	1971
OAES-25-1-No|nolG|consensus50|strict_single_dominant	OAES-25-1-No	D11	Astragalus nuttallianus var. nuttallianus	6/4/24	0	0	Quarter	OAES-25	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_007_R	Washita	OK	yes	35.419991	-99.0567264	4/17/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.299	80.2376	0	4673
OAES-22-1-No|nolG|consensus50|strict_single_dominant	OAES-22-1-No	D11	Medicago minima	6/4/24	0.1165	23.067	Quarter	OAES-22	ethanol	nodule	Fabaceae	OAES	Medicago	Trifolieae	OAES_012_R	Washita	OK	no	35.402943	-99.064829	4/16/24	Sinorhizobium	Sinorhizobium_meliloti_(Rhizobium_meliloti)	100	100	0	5906
